predictor_delay_seconds,distance_travel_miles,sin_time,cos_time
2.2419841444615725,8.797281359274782,-0.004726915787816701,-0.9999888280711614
2.2419841444615725,0.004529104999392558,-0.004726915787816701,-0.9999888280711614
2.2419841444615725,0.029188027310104267,-0.004726915787816701,-0.9999888280711614
7.75,0.0036920937296067357,0.816641555161679,-0.5771451900372335
4.65,0.7250803381516869,0.796002002534622,-0.6052939880428942
2.2419841444615725,0.7816350864213394,-0.004726915787816701,-0.9999888280711614
2.2419841444615725,0.004324574004727584,-0.004726915787816701,-0.9999888280711614
-0.5666666666666667,0.018169169914528032,0.7906895737438435,-0.6122172800344491
-3.533333333333333,0.005379860541770691,0.782608156852414,-0.6225146366376194
4.983333333333333,0.2715777201011044,0.8012538126910607,-0.5983246005706591
2.2419841444615725,0.43314345759865547,-0.004726915787816701,-0.9999888280711614
2.2419841444615725,0.0047981322131041265,-0.004726915787816701,-0.9999888280711614
2.6,0.338216471457859,0.796002002534622,-0.6052939880428942
4.633333333333334,0.35360414018287295,0.8012538126910607,-0.5983246005706591
0.8,0.7545605384745997,0.7853169308807448,-0.6190939493098341
-2.466666666666667,0.8319596859189976,0.7798844830928818,-0.6259234721840591
3.4,0.1015655067147039,0.798635510047293,-0.601815023152048
2.6,0.1534898353450378,0.796002002534622,-0.6052939880428942
4.983333333333333,0.11557147444045272,0.8012538126910607,-0.5983246005706591
2.2419841444615725,0.19324888240533386,0.7163019434246544,-0.69779045984168
4.633333333333334,0.1768482211719556,0.8012538126910607,-0.5983246005706591
3.4,0.03222750536926182,0.798635510047293,-0.601815023152048
0.8,0.32617994454361776,0.7853169308807448,-0.6190939493098341
2.2419841444615725,0.2758588173189733,-0.004726915787816701,-0.9999888280711614
-2.466666666666667,0.5717217889775427,0.7798844830928818,-0.6259234721840591
2.6,0.030210895880428832,0.796002002534622,-0.6052939880428942
2.2419841444615725,0.6942508868693472,-0.004726915787816701,-0.9999888280711614
4.633333333333334,0.011846754520623138,0.8012538126910607,-0.5983246005706591
-2.466666666666667,0.2932265524913355,0.7798844830928818,-0.6259234721840591
4.983333333333333,0.007231086090703692,0.8012538126910607,-0.5983246005706591
-4.616666666666666,1.177488469638152,0.7688418320734596,-0.6394390019805847
2.2419841444615725,0.45432560766544955,-0.004726915787816701,-0.9999888280711614
4.65,0.7247951490441488,0.796002002534622,-0.6052939880428942
-4.616666666666666,1.0731867128443657,0.7688418320734596,-0.6394390019805847
-2.466666666666667,0.011706095898416048,0.7798844830928818,-0.6259234721840591
2.2419841444615725,0.16047590332733014,-0.004726915787816701,-0.9999888280711614
-2.466666666666667,0.029805924401974392,0.7798844830928818,-0.6259234721840591
